"variable","snowyr","model","term","val","std.error","pval","AICc","AICcdiff"
"SO4","lo","2_580","Cl_dep_1985_2015",0.167,0.0266,2.68e-07,566,2
"SO4","lo","2_653","SO4_dep_2000_2009",-0.725,0.136,4.94e-06,566,2
"SO4","mid","2_580","NH4_dep_2000_2009",0.166,0.184,0.374,566,2
"SO4","mid","2_580","Cl_dep_1985_2015",-0.0106,0.00923,0.258,566,2
"SO4","mid","2_653","Cl_dep_1990_1999",-0.0169,0.0154,0.28,566,2
"SO4","mid","2_653","SO4_dep_2000_2009",0.0441,0.0468,0.352,566,2
"SO4","mid","2_590","SO4_dep_2000_2009",0.0436,0.046,0.35,566,2
"SO4","mid","2_590","Cl_dep_1985_2015",-0.0191,0.0173,0.276,566,2
"SpCond_top2m","hi","2_464","forest",0.0168,0.00681,0.0185,549,0
"SpCond_top2m","hi","2_464","outlet",-0.4,0.326,0.227,549,0
"SpCond_top2m","lo","2_464","forest",-0.00626,0.00681,0.364,549,0
"SpCond_top2m","lo","2_464","outlet",0.902,0.326,0.00868,549,0
"SpCond_top2m","mid","2_464","forest",-0.00111,0.00236,0.64,549,0
"SpCond_top2m","mid","2_464","outlet",-0.0749,0.118,0.529,549,0
"SpCond_top2m","hi","2_96","Watershed_area_ha",0.00455,0.00379,0.238,550,1
"SpCond_top2m","hi","2_96","Watershed_area_to_lake_area_ratio",-0.00289,0.00312,0.361,550,1
"SpCond_top2m","hi","2_885","NH4_dep_1985_1989",5.45,4.42,0.226,550,1
"SpCond_top2m","hi","2_885","SO4_dep_1985_1989",-0.4,0.351,0.262,550,1
"SpCond_top2m","lo","2_885","NH4_dep_1985_1989",12.3,4.42,0.00839,550,1
"SpCond_top2m","lo","2_885","SO4_dep_1985_1989",-0.928,0.351,0.012,550,1
"SpCond_top2m","lo","2_96","Watershed_area_ha",0.0146,0.00379,0.000458,550,1
"SpCond_top2m","lo","2_96","Watershed_area_to_lake_area_ratio",-0.00666,0.00312,0.0395,550,1
"SpCond_top2m","mid","2_96","Watershed_area_ha",-0.00243,0.00135,0.0801,550,1
"SpCond_top2m","mid","2_96","Watershed_area_to_lake_area_ratio",0.00118,0.0011,0.289,550,1
"SpCond_top2m","mid","2_885","NH4_dep_1985_1989",-2.26,1.56,0.155,550,1
"SpCond_top2m","mid","2_885","SO4_dep_1985_1989",0.169,0.123,0.179,550,1
"SpCond_top2m","hi","2_927","NH4_dep_2000_2009",0.781,1.55,0.617,551,2
"SpCond_top2m","hi","2_813","NO3_dep_2000_2009",-0.428,0.372,0.258,551,2
"SpCond_top2m","hi","2_102","Watershed_area_ha",-0.00149,0.00322,0.647,551,2
"SpCond_top2m","hi","2_102","forest",0.0117,0.00524,0.0313,551,2
"SpCond_top2m","hi","2_559","andesite",0.00568,0.00514,0.277,551,2
"SpCond_top2m","hi","2_926","NH4_dep_2000_2009",1.42,1.39,0.314,551,2
"SpCond_top2m","hi","2_560","outlet",0.0771,0.23,0.739,551,2
"SpCond_top2m","hi","2_926","SO4_dep_1985_1989",-0.0921,0.124,0.461,551,2
"SpCond_top2m","hi","2_927","SO4_dep_1990_1999",-0.0341,0.137,0.806,551,2
"SpCond_top2m","hi","2_813","N_dep_2000_2009",1.25,0.961,0.201,551,2
"SpCond_top2m","hi","2_559","outlet",0.113,0.231,0.628,551,2
"SpCond_top2m","hi","2_560","basalt",0.0111,0.00689,0.115,551,2
"SpCond_top2m","lo","2_926","NH4_dep_2000_2009",3.78,1.39,0.01,551,2
"SpCond_top2m","lo","2_813","N_dep_2000_2009",2.25,0.961,0.025,551,2
"SpCond_top2m","lo","2_813","NO3_dep_2000_2009",-0.756,0.372,0.0494,551,2
"SpCond_top2m","lo","2_926","SO4_dep_1985_1989",-0.282,0.124,0.0287,551,2
"SpCond_top2m","lo","2_927","NH4_dep_2000_2009",4.52,1.55,0.00589,551,2
"SpCond_top2m","lo","2_559","outlet",0.526,0.231,0.0285,551,2
"SpCond_top2m","lo","2_559","andesite",0.00984,0.00514,0.0633,551,2
"SpCond_top2m","lo","2_927","SO4_dep_1990_1999",-0.347,0.137,0.0159,551,2
"SpCond_top2m","lo","2_560","basalt",-0.0125,0.00689,0.0786,551,2
"SpCond_top2m","lo","2_102","forest",0.000567,0.00524,0.914,551,2
"SpCond_top2m","lo","2_102","Watershed_area_ha",0.0089,0.00322,0.00897,551,2
"SpCond_top2m","lo","2_560","outlet",0.817,0.23,0.00105,551,2
"SpCond_top2m","mid","2_927","NH4_dep_2000_2009",-0.747,0.568,0.197,551,2
"SpCond_top2m","mid","2_559","outlet",-0.0852,0.0843,0.319,551,2
"SpCond_top2m","mid","2_102","Watershed_area_ha",-0.000991,0.00116,0.398,551,2
"SpCond_top2m","mid","2_560","outlet",-0.12,0.0842,0.162,551,2
"SpCond_top2m","mid","2_560","basalt",0.000308,0.00238,0.898,551,2
"SpCond_top2m","mid","2_927","SO4_dep_1990_1999",0.0548,0.0501,0.28,551,2
"SpCond_top2m","mid","2_926","NH4_dep_2000_2009",-0.704,0.501,0.168,551,2
"SpCond_top2m","mid","2_926","SO4_dep_1985_1989",0.0511,0.044,0.253,551,2
"SpCond_top2m","mid","2_559","andesite",-0.0019,0.00182,0.305,551,2
"SpCond_top2m","mid","2_102","forest",-0.00145,0.00182,0.432,551,2
"SpCond_top2m","mid","2_813","N_dep_2000_2009",-0.44,0.347,0.212,551,2
"SpCond_top2m","mid","2_813","NO3_dep_2000_2009",0.15,0.135,0.274,551,2
"Total N","hi","2_387","solar_jas",-0.000182,3.78e-05,2.5e-05,531,0
"Total N","hi","2_387","tholeiite",1.59,0.487,0.00232,531,0
"Total N","lo","2_387","tholeiite",-1.53,0.487,0.00322,531,0
"Total N","lo","2_387","solar_jas",0.000302,3.78e-05,1.46e-09,531,0
"Total N","mid","2_387","tholeiite",0.00057,0.155,0.997,531,0
"Total N","mid","2_387","solar_jas",-1.43e-05,1.31e-05,0.281,531,0
"Total N","hi","2_750","tholeiite",1.58,0.488,0.00252,532,1
"Total N","hi","2_852","N_dep_2010_2014",-0.353,0.0722,2e-05,532,1
"Total N","hi","2_750","N_dep_1985_2015",-0.42,0.0854,1.81e-05,532,1
"Total N","hi","2_1092","tholeiite",1.72,0.493,0.00125,532,1
"Total N","hi","2_1092","SO4_dep_2010_2014",-0.172,0.0336,9.82e-06,532,1
"Total N","hi","2_828","tholeiite",1.51,0.485,0.00348,532,1
"Total N","hi","2_957","NH4_dep_2010_2014",-0.657,0.132,1.57e-05,532,1
"Total N","hi","2_957","tholeiite",1.65,0.49,0.0018,532,1
"Total N","hi","2_828","N_dep_2000_2009",-0.489,0.0997,1.88e-05,532,1
"Total N","hi","2_852","tholeiite",1.63,0.489,0.00197,532,1
"Total N","lo","2_852","N_dep_2010_2014",0.566,0.0722,2.24e-09,532,1
"Total N","lo","2_957","NH4_dep_2010_2014",1.03,0.132,2.71e-09,532,1
"Total N","lo","2_1092","tholeiite",-1.65,0.493,0.00189,532,1
"Total N","lo","2_957","tholeiite",-1.57,0.49,0.00272,532,1
"Total N","lo","2_750","N_dep_1985_2015",0.663,0.0854,2.75e-09,532,1
"Total N","lo","2_852","tholeiite",-1.57,0.489,0.00281,532,1
"Total N","lo","2_828","tholeiite",-1.37,0.485,0.00741,532,1
"Total N","lo","2_1092","SO4_dep_2010_2014",0.258,0.0336,3.66e-09,532,1
"Total N","lo","2_828","N_dep_2000_2009",0.777,0.0997,2.55e-09,532,1
"Total N","lo","2_750","tholeiite",-1.48,0.488,0.00449,532,1
"Total N","mid","2_852","N_dep_2010_2014",-0.0261,0.0253,0.308,532,1
"Total N","mid","2_957","NH4_dep_2010_2014",-0.0459,0.0465,0.33,532,1
"Total N","mid","2_1092","SO4_dep_2010_2014",-0.0107,0.0118,0.373,532,1
"Total N","mid","2_1092","tholeiite",0.000294,0.157,0.999,532,1
"Total N","mid","2_852","tholeiite",0.000982,0.156,0.995,532,1
"Total N","mid","2_957","tholeiite",6.5e-06,0.156,1,532,1
"Total N","mid","2_828","N_dep_2000_2009",-0.0347,0.0346,0.323,532,1
"Total N","mid","2_828","tholeiite",-0.00888,0.154,0.954,532,1
"Total N","mid","2_750","N_dep_1985_2015",-0.0294,0.0297,0.328,532,1
"Total N","mid","2_750","tholeiite",-0.00458,0.155,0.977,532,1
"Total P","hi","2_927","NH4_dep_2000_2009",-0.897,1.55,0.567,592,0
"Total P","hi","2_927","SO4_dep_1990_1999",0.00823,0.138,0.953,592,0
"Total P","hi","2_653","SO4_dep_2000_2009",-0.162,0.144,0.268,592,0
"Total P","hi","2_653","Cl_dep_1990_1999",0.0205,0.0472,0.667,592,0
"Total P","hi","2_805","N_dep_2000_2009",0.288,0.912,0.754,592,0
"Total P","hi","2_805","NH4_dep_1985_2015",-1.2,1.73,0.49,592,0
"Total P","lo","2_805","NH4_dep_1985_2015",4.78,1.73,0.00871,592,0
"Total P","lo","2_653","SO4_dep_2000_2009",-0.402,0.144,0.00834,592,0
"Total P","lo","2_653","Cl_dep_1990_1999",0.138,0.0472,0.00595,592,0
"Total P","lo","2_927","NH4_dep_2000_2009",-4.44,1.55,0.00685,592,0
"Total P","lo","2_927","SO4_dep_1990_1999",0.394,0.138,0.00694,592,0
"Total P","lo","2_805","N_dep_2000_2009",-2.56,0.912,0.00789,592,0
"Total P","mid","2_927","NH4_dep_2000_2009",0.628,0.538,0.251,592,0
"Total P","mid","2_805","N_dep_2000_2009",0.272,0.32,0.402,592,0
"Total P","mid","2_927","SO4_dep_1990_1999",-0.0473,0.048,0.331,592,0
"Total P","mid","2_653","Cl_dep_1990_1999",-0.0186,0.0164,0.264,592,0
"Total P","mid","2_653","SO4_dep_2000_2009",0.0664,0.0497,0.19,592,0
"Total P","mid","2_805","NH4_dep_1985_2015",-0.428,0.608,0.486,592,0
"Total P","hi","2_612","Cl_dep_1985_1989",0.00068,0.0331,0.984,593,1
"Total P","hi","2_612","NH4_dep_2000_2009",-0.818,0.651,0.217,593,1
"Total P","hi","2_425","solar_dec",-0.00164,0.000592,0.00877,593,1
"Total P","hi","2_638","N_dep_2000_2009",-0.286,0.232,0.225,593,1
"Total P","hi","2_638","Cl_dep_1990_1999",-0.00643,0.0229,0.78,593,1
"Total P","hi","2_815","N_dep_2000_2009",-0.185,0.451,0.685,593,1
"Total P","hi","2_815","SO4_dep_1985_2015",-0.041,0.113,0.719,593,1
"Total P","hi","2_816","N_dep_2000_2009",-0.181,0.448,0.688,593,1
"Total P","hi","2_816","SO4_dep_1985_1989",-0.0341,0.0913,0.711,593,1
"Total P","hi","2_817","N_dep_2000_2009",-0.144,0.455,0.754,593,1
"Total P","hi","2_817","SO4_dep_1990_1999",-0.042,0.0928,0.654,593,1
"Total P","hi","2_622","Cl_dep_1985_1989",0.0169,0.0604,0.782,593,1
"Total P","hi","2_622","SO4_dep_2000_2009",-0.144,0.156,0.362,593,1
"Total P","hi","2_607","N_dep_2000_2009",-0.275,0.247,0.273,593,1
"Total P","hi","2_607","Cl_dep_1985_1989",-0.00888,0.0289,0.76,593,1
"Total P","hi","2_877","NH4_dep_1985_1989",-0.004,1.97,0.998,593,1
"Total P","hi","2_877","NH4_dep_2000_2009",-0.802,1.76,0.651,593,1
"Total P","hi","2_590","Cl_dep_1985_2015",0.031,0.0534,0.564,593,1
"Total P","hi","2_590","SO4_dep_2000_2009",-0.182,0.143,0.21,593,1
"Total P","hi","2_617","Cl_dep_1985_1989",-0.00835,0.03,0.782,593,1
"Total P","hi","2_617","NO3_dep_2000_2009",-0.108,0.0994,0.285,593,1
"Total P","hi","2_425","tholeiite",-0.0262,0.565,0.963,593,1
"Total P","lo","2_817","N_dep_2000_2009",-1.26,0.455,0.00855,593,1
"Total P","lo","2_816","SO4_dep_1985_1989",0.246,0.0913,0.0106,593,1
"Total P","lo","2_815","N_dep_2000_2009",-1.28,0.451,0.00745,593,1
"Total P","lo","2_617","Cl_dep_1985_1989",0.0801,0.03,0.0112,593,1
"Total P","lo","2_617","NO3_dep_2000_2009",-0.256,0.0994,0.0142,593,1
"Total P","lo","2_638","Cl_dep_1990_1999",0.0619,0.0229,0.0104,593,1
"Total P","lo","2_590","Cl_dep_1985_2015",0.148,0.0534,0.0088,593,1
"Total P","lo","2_816","N_dep_2000_2009",-1.22,0.448,0.0097,593,1
"Total P","lo","2_817","SO4_dep_1990_1999",0.255,0.0928,0.00934,593,1
"Total P","lo","2_638","N_dep_2000_2009",-0.602,0.232,0.0135,593,1
"Total P","lo","2_622","Cl_dep_1985_1989",0.169,0.0604,0.00805,593,1
"Total P","lo","2_612","Cl_dep_1985_1989",0.0886,0.0331,0.0111,593,1
"Total P","lo","2_607","Cl_dep_1985_1989",0.0791,0.0289,0.00945,593,1
"Total P","lo","2_607","N_dep_2000_2009",-0.658,0.247,0.0115,593,1
"Total P","lo","2_877","NH4_dep_1985_1989",5.2,1.97,0.0121,593,1
"Total P","lo","2_622","SO4_dep_2000_2009",-0.42,0.156,0.0107,593,1
"Total P","lo","2_590","SO4_dep_2000_2009",-0.376,0.143,0.0122,593,1
"Total P","lo","2_815","SO4_dep_1985_2015",0.316,0.113,0.00811,593,1
"Total P","lo","2_425","tholeiite",1.55,0.565,0.00926,593,1
"Total P","lo","2_425","solar_dec",-0.000907,0.000592,0.134,593,1
"Total P","lo","2_612","NH4_dep_2000_2009",-1.67,0.651,0.0147,593,1
"Total P","lo","2_877","NH4_dep_2000_2009",-4.67,1.76,0.0118,593,1
"Total P","mid","2_638","Cl_dep_1990_1999",-0.00645,0.00803,0.427,593,1
"Total P","mid","2_612","Cl_dep_1985_1989",-0.0103,0.0115,0.379,593,1
"Total P","mid","2_425","solar_dec",0.000307,0.000206,0.144,593,1
"Total P","mid","2_815","SO4_dep_1985_2015",-0.0324,0.0397,0.42,593,1
"Total P","mid","2_815","N_dep_2000_2009",0.172,0.157,0.281,593,1
"Total P","mid","2_816","N_dep_2000_2009",0.167,0.156,0.293,593,1
"Total P","mid","2_817","SO4_dep_1990_1999",-0.0257,0.0327,0.438,593,1
"Total P","mid","2_817","N_dep_2000_2009",0.169,0.159,0.296,593,1
"Total P","mid","2_622","Cl_dep_1985_1989",-0.0226,0.0212,0.293,593,1
"Total P","mid","2_622","SO4_dep_2000_2009",0.0684,0.0547,0.218,593,1
"Total P","mid","2_607","N_dep_2000_2009",0.11,0.0854,0.208,593,1
"Total P","mid","2_607","Cl_dep_1985_1989",-0.00825,0.0101,0.421,593,1
"Total P","mid","2_877","NH4_dep_1985_1989",-0.628,0.693,0.37,593,1
"Total P","mid","2_816","SO4_dep_1985_1989",-0.0252,0.0321,0.436,593,1
"Total P","mid","2_590","Cl_dep_1985_2015",-0.0208,0.0184,0.267,593,1
"Total P","mid","2_590","SO4_dep_2000_2009",0.0652,0.049,0.191,593,1
"Total P","mid","2_617","Cl_dep_1985_1989",-0.00857,0.0105,0.421,593,1
"Total P","mid","2_617","NO3_dep_2000_2009",0.0434,0.0345,0.217,593,1
"Total P","mid","2_612","NH4_dep_2000_2009",0.287,0.223,0.206,593,1
"Total P","mid","2_877","NH4_dep_2000_2009",0.659,0.618,0.293,593,1
"Total P","mid","2_425","tholeiite",-0.165,0.18,0.365,593,1
"Total P","mid","2_638","N_dep_2000_2009",0.104,0.0798,0.202,593,1
"Total P","hi","2_182","Elevation_m",-0.000373,0.000131,0.00713,594,2
"Total P","hi","2_926","NH4_dep_2000_2009",-0.96,1.4,0.498,594,2
"Total P","hi","2_926","SO4_dep_1985_1989",0.0139,0.125,0.911,594,2
"Total P","hi","2_643","NH4_dep_2000_2009",-0.807,0.59,0.179,594,2
"Total P","hi","2_643","Cl_dep_1990_1999",6.44e-05,0.0254,0.998,594,2
"Total P","hi","2_575","N_dep_2000_2009",-0.299,0.229,0.199,594,2
"Total P","hi","2_575","Cl_dep_1985_2015",-0.00573,0.0259,0.826,594,2
"Total P","hi","2_648","NO3_dep_2000_2009",-0.112,0.0924,0.234,594,2
"Total P","hi","2_387","tholeiite",-0.0507,0.562,0.929,594,2
"Total P","hi","2_807","NH4_dep_1990_1999",-0.688,1.03,0.509,594,2
"Total P","hi","2_1010","SO4_dep_1985_2015",-0.0443,0.12,0.714,594,2
"Total P","hi","2_806","NH4_dep_1985_1989",-0.651,1.27,0.611,594,2
"Total P","hi","2_806","N_dep_2000_2009",-0.096,0.495,0.847,594,2
"Total P","hi","2_925","NH4_dep_2000_2009",-0.935,1.35,0.494,594,2
"Total P","hi","2_925","SO4_dep_1985_2015",0.0144,0.148,0.923,594,2
"Total P","hi","2_387","solar_jas",-0.000129,4.37e-05,0.0055,594,2
"Total P","hi","2_1010","NO3_dep_2000_2009",-0.0659,0.185,0.724,594,2
"Total P","hi","2_648","Cl_dep_1990_1999",-0.00603,0.0236,0.8,594,2
"Total P","hi","2_182","tholeiite",-0.0866,0.56,0.878,594,2
"Total P","hi","2_807","N_dep_2000_2009",0.0531,0.605,0.931,594,2
"Total P","lo","2_807","N_dep_2000_2009",-1.57,0.605,0.0134,594,2
"Total P","lo","2_1010","NO3_dep_2000_2009",-0.489,0.185,0.0122,594,2
"Total P","lo","2_806","NH4_dep_1985_1989",3.31,1.27,0.0132,594,2
"Total P","lo","2_806","N_dep_2000_2009",-1.31,0.495,0.0119,594,2
"Total P","lo","2_925","NH4_dep_2000_2009",-3.48,1.35,0.0142,594,2
"Total P","lo","2_387","solar_jas",-4.6e-05,4.37e-05,0.299,594,2
"Total P","lo","2_926","NH4_dep_2000_2009",-3.59,1.4,0.0145,594,2
"Total P","lo","2_926","SO4_dep_1985_1989",0.319,0.125,0.0148,594,2
"Total P","lo","2_643","Cl_dep_1990_1999",0.0653,0.0254,0.0143,594,2
"Total P","lo","2_643","NH4_dep_2000_2009",-1.43,0.59,0.0202,594,2
"Total P","lo","2_575","Cl_dep_1985_2015",0.0673,0.0259,0.0133,594,2
"Total P","lo","2_575","N_dep_2000_2009",-0.573,0.229,0.0169,594,2
"Total P","lo","2_648","Cl_dep_1990_1999",0.0619,0.0236,0.0126,594,2
"Total P","lo","2_648","NO3_dep_2000_2009",-0.231,0.0924,0.0169,594,2
"Total P","lo","2_925","SO4_dep_1985_2015",0.379,0.148,0.0144,594,2
"Total P","lo","2_387","tholeiite",1.47,0.562,0.0129,594,2
"Total P","lo","2_182","Elevation_m",-0.000154,0.000131,0.247,594,2
"Total P","lo","2_1010","SO4_dep_1985_2015",0.313,0.12,0.0129,594,2
"Total P","lo","2_807","NH4_dep_1990_1999",2.63,1.03,0.015,594,2
"Total P","lo","2_182","tholeiite",1.47,0.56,0.0124,594,2
"Total P","mid","2_806","N_dep_2000_2009",0.171,0.174,0.334,594,2
"Total P","mid","2_806","NH4_dep_1985_1989",-0.326,0.45,0.473,594,2
"Total P","mid","2_926","NH4_dep_2000_2009",0.528,0.484,0.282,594,2
"Total P","mid","2_926","SO4_dep_1985_1989",-0.0385,0.0432,0.379,594,2
"Total P","mid","2_643","Cl_dep_1990_1999",-0.00743,0.00881,0.405,594,2
"Total P","mid","2_643","NH4_dep_2000_2009",0.257,0.201,0.21,594,2
"Total P","mid","2_575","Cl_dep_1985_2015",-0.00715,0.00906,0.435,594,2
"Total P","mid","2_575","N_dep_2000_2009",0.102,0.0787,0.205,594,2
"Total P","mid","2_648","Cl_dep_1990_1999",-0.00659,0.00827,0.43,594,2
"Total P","mid","2_648","NO3_dep_2000_2009",0.0406,0.032,0.212,594,2
"Total P","mid","2_387","solar_jas",2.09e-05,1.51e-05,0.174,594,2
"Total P","mid","2_387","tholeiite",-0.151,0.178,0.402,594,2
"Total P","mid","2_1010","NO3_dep_2000_2009",0.0672,0.065,0.308,594,2
"Total P","mid","2_807","N_dep_2000_2009",0.185,0.213,0.391,594,2
"Total P","mid","2_807","NH4_dep_1990_1999",-0.239,0.365,0.516,594,2
"Total P","mid","2_1010","SO4_dep_1985_2015",-0.0327,0.0422,0.443,594,2
"Total P","mid","2_925","NH4_dep_2000_2009",0.501,0.463,0.286,594,2
"Total P","mid","2_925","SO4_dep_1985_2015",-0.0444,0.0509,0.389,594,2
"Total P","mid","2_182","Elevation_m",6.3e-05,4.53e-05,0.172,594,2
"Total P","mid","2_182","tholeiite",-0.147,0.178,0.413,594,2
